Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG.1,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
36.0,dom,2024-05-12,12:30,Lazio,1.7,2–0,1.2,Empoli,54.0,Stadio Olimpico,Gianluca Aureliano,Relatório da Partida,
36.0,dom,2024-05-12,15:00,Genoa,0.9,2–1,1.7,Sassuolo,31.412,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Relatório da Partida,
36.0,dom,2024-05-12,15:00,Hellas Verona,1.2,1–2,0.5,Torino,25.964,Stadio Marc'Antonio Bentegodi,Livio Marinelli,Relatório da Partida,
36.0,dom,2024-05-12,18:00,Juventus,2.3,1–1,0.8,Salernitana,37.47,Allianz Stadium,Alberto Santoro,Relatório da Partida,
36.0,dom,2024-05-12,20:45,Atalanta,2.7,2–1,1.2,Roma,14.895,Gewiss Stadium,Marco Guida,Relatório da Partida,
36.0,seg,2024-05-13,18:30,Lecce,0.4,0–2,1.4,Udinese,28.041,Stadio Comunale Via Del Mare,Davide Massa,Relatório da Partida,
36.0,seg,2024-05-13,20:45,Fiorentina,2.5,2–1,0.7,Monza,24.376,Stadio Artemio Franchi,Luca Zufferli,Relatório da Partida,
,,,,,,,,,,,,,
37.0,sex,2024-05-17,20:45,Fiorentina,0.6,2–2,1.2,Napoli,32.1,Stadio Artemio Franchi,Matteo Marchetti,Relatório da Partida,
37.0,sáb,2024-05-18,18:00,Lecce,1.3,0–2,1.6,Atalanta,26.354,Stadio Comunale Via Del Mare,Antonio Rapuano,Relatório da Partida,
37.0,sáb,2024-05-18,20:45,Torino,0.9,3–1,1.9,Milan,24.638,Stadio Olimpico di Torino,Ermanno Feliciani,Relatório da Partida,
37.0,dom,2024-05-19,12:30,Sassuolo,0.3,0–2,1.5,Cagliari,15.548,Mapei Stadium - Città del Tricolore,Daniele Doveri,Relatório da Partida,
37.0,dom,2024-05-19,15:00,Monza,1.0,0–1,2.0,Frosinone,12.306,U-Power Stadium,Michael Fabbri,Relatório da Partida,
37.0,dom,2024-05-19,15:00,Udinese,1.2,1–1,0.8,Empoli,24.686,Bluenergy Stadium,Daniele Orsato,Relatório da Partida,
37.0,dom,2024-05-19,18:00,Inter,1.4,1–1,0.6,Lazio,73.148,Stadio Giuseppe Meazza,Juan Sacchi,Relatório da Partida,
37.0,dom,2024-05-19,20:45,Roma,0.8,1–0,0.5,Genoa,67.334,Stadio Olimpico,Gianluca Manganiello,Relatório da Partida,
37.0,seg,2024-05-20,18:30,Salernitana,0.6,1–2,2.1,Hellas Verona,15.998,Stadio Arechi,Marco Di Bello,Relatório da Partida,
37.0,seg,2024-05-20,20:45,Bologna,1.4,3–3,0.7,Juventus,29.603,Stadio Renato Dall'Ara,Giovanni Ayroldi,Relatório da Partida,
,,,,,,,,,,,,,
38.0,qui,2024-05-23,20:45,Cagliari,1.9,2–3,2.0,Fiorentina,16.412,Unipol Domus,Alessandro Prontera,Relatório da Partida,
38.0,sex,2024-05-24,20:45,Genoa,1.5,2–0,1.0,Bologna,32.255,Stadio Comunale Luigi Ferraris,Alberto Santoro,Relatório da Partida,
38.0,sáb,2024-05-25,18:00,Juventus,0.9,2–0,0.6,Monza,15.148,Allianz Stadium,Maria Sole Ferrieri Caputi,Relatório da Partida,
38.0,sáb,2024-05-25,20:45,Milan,3.0,3–3,1.7,Salernitana,70.831,Stadio Giuseppe Meazza,Davide Di Marco,Relatório da Partida,
38.0,dom,2024-05-26,18:00,Atalanta,2.6,3–0,1.1,Torino,14.839,Gewiss Stadium,Simone Sozza,Relatório da Partida,
38.0,dom,2024-05-26,18:00,Napoli,1.5,0–0,0.5,Lecce,41.0,Stadio Diego Armando Maradona,Federico Dionisi,Relatório da Partida,
38.0,dom,2024-05-26,20:45,Lazio,1.0,1–1,1.1,Sassuolo,56.0,Stadio Olimpico,Paride Tremolada,Relatório da Partida,
38.0,dom,2024-05-26,20:45,Empoli,2.6,2–1,1.3,Roma,15.896,Stadio Carlo Castellani,Davide Massa,Relatório da Partida,
38.0,dom,2024-05-26,20:45,Frosinone,0.8,0–1,0.7,Udinese,16.19,Stadio Benito Stirpe,Daniele Doveri,Relatório da Partida,
38.0,dom,2024-05-26,20:45,Hellas Verona,1.7,2–2,2.4,Inter,22.447,Stadio Marc'Antonio Bentegodi,Luca Zufferli,Relatório da Partida,
,,,,,,,,,,,,,
29.0,dom,2024-06-02,18:00,Atalanta,1.7,2–3,1.2,Fiorentina,14.851,Gewiss Stadium,Daniele Orsato,Relatório da Partida,
